obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	"680.217"	""	"1.43e+03"	D	"174212.03"	"188909.17"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.3d"	"3P*"	"1"		"T7333"	""	
""	"680.998"	""	"2.31e+07"	B	"188857.37"	"203537.66"	"2s2.2p.3d"	"3P*"	"2"	"2s2.2p.4p"	"3S"	"1"		"T6385n"	""	
""	"682.623"	""	"2.49e+04"	C+	"174212.03"	"188857.37"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.3d"	"3P*"	"2"		"T7333"	""	
""	"683.409"	""	"1.63e+07"	B	"188909.17"	"203537.66"	"2s2.2p.3d"	"3P*"	"1"	"2s2.2p.4p"	"3S"	"1"		"T6385n"	""	
""	"684.723"	""	"5.89e+06"	B	"188937.24"	"203537.66"	"2s2.2p.3d"	"3P*"	"0"	"2s2.2p.4p"	"3S"	"1"		"T6385n"	""	
""	"685.703"	""	"2.53e+07"	C+	"229838.96"	"244418.52"	"2s.2p2.(4P).3p"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"1"		"T5520LS"	""	
""	"686.958"	""	"2.51e+07"	C+	"229838.96"	"244391.88"	"2s.2p2.(4P).3p"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"2"		"T5520LS"	""	
""	"688.783"	""	"2.49e+07"	C+	"229838.96"	"244353.31"	"2s.2p2.(4P).3p"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"3"		"T5520LS"	""	
""	"694.175"	""	"2.81e+06"	B	"188857.37"	"203258.98"	"2s2.2p.3d"	"3P*"	"2"	"2s2.2p.4p"	"3P"	"2"		"T6385n"	""	
""	"696.681"	""	"1.12e+06"	B	"188909.17"	"203258.98"	"2s2.2p.3d"	"3P*"	"1"	"2s2.2p.4p"	"3P"	"2"		"T6385n"	""	
""	"697.356"	""	"2.62e+06"	B	"206910.24"	"221246.17"	"2s2.2p.4p"	"1S"	"0"	"2s2.2p.5d"	"1P*"	"1"		"T5520"	""	
""	"697.563"	""	"3.42e+06"	B	"188857.37"	"203189.03"	"2s2.2p.3d"	"3P*"	"2"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
""	"700.094"	""	"9.82e+04"	B	"188909.17"	"203189.03"	"2s2.2p.3d"	"3P*"	"1"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
""	"701.398"	""	"3.00e+06"	B	"188909.17"	"203162.48"	"2s2.2p.3d"	"3P*"	"1"	"2s2.2p.4p"	"3P"	"0"		"T6385n"	""	
""	"701.473"	""	"5.83e+05"	B	"188937.24"	"203189.03"	"2s2.2p.3d"	"3P*"	"0"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
""	"713.885"	""	"2.33e+06"	C	"188857.37"	"202861.36"	"2s2.2p.3d"	"3P*"	"2"	"2s2.2p.4p"	"3D"	"3"		"T6385n"	""	
""	"715.675"	""	"2.27e+04"	D	"197858.69"	"211827.67"	"2s2.2p.4s"	"1P*"	"1"	"2s.2p2.(4P).3s"	"3P"	"2"		"T6385"	""	
""	"718.154"	""	"2.06e+04"	D	"197858.69"	"211779.45"	"2s2.2p.4s"	"1P*"	"1"	"2s.2p2.(4P).3s"	"3P"	"1"		"T6385"	""	
""	"718.818"	""	"6.34e+05"	C	"188857.37"	"202765.26"	"2s2.2p.3d"	"3P*"	"2"	"2s2.2p.4p"	"3D"	"2"		"T6385n"	""	
""	"719.710"	""	"9.98e+04"	D	"197858.69"	"211749.35"	"2s2.2p.4s"	"1P*"	"1"	"2s.2p2.(4P).3s"	"3P"	"0"		"T6385"	""	
""	"721.471"	""	"9.03e+04"	C	"188857.37"	"202714.12"	"2s2.2p.3d"	"3P*"	"2"	"2s2.2p.4p"	"3D"	"1"		"T6385n"	""	
""	"721.505"	""	"1.52e+06"	C	"188909.17"	"202765.26"	"2s2.2p.3d"	"3P*"	"1"	"2s2.2p.4p"	"3D"	"2"		"T6385n"	""	
""	"724.178"	""	"8.38e+05"	C	"188909.17"	"202714.12"	"2s2.2p.3d"	"3P*"	"1"	"2s2.2p.4p"	"3D"	"1"		"T6385n"	""	
""	"725.654"	""	"1.10e+06"	C	"188937.24"	"202714.12"	"2s2.2p.3d"	"3P*"	"0"	"2s2.2p.4p"	"3D"	"1"		"T6385n"	""	
""	"726.255"	""	"1.42e+01"	D	"155126.73"	"168892.21"	"2s.2p3"	"3S*"	"1"	"2s2.2p.3p"	"3S"	"1"		"T7333"	""	
""	"745.095"	""	"2.29e+04"	D	"190120.24"	"203537.66"	"2s2.2p.3d"	"1P*"	"1"	"2s2.2p.4p"	"3S"	"1"		"T6385"	""	
""	"752.812"	""	"6.61e+03"	B	"174212.03"	"187491.90"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.3d"	"3D*"	"3"		"T7333"	""	
""	"753.857"	""	"4.66e+04"	D	"188909.17"	"202170.63"	"2s2.2p.3d"	"3P*"	"1"	"2s2.2p.4p"	"1P"	"1"		"T6385"	""	
""	"754.536"	""	"4.53e+04"	C	"174212.03"	"187461.56"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.3d"	"3D*"	"2"		"T7333"	""	
""	"755.456"	""	"2.52e+03"	D	"188937.24"	"202170.63"	"2s2.2p.3d"	"3P*"	"0"	"2s2.2p.4p"	"1P"	"1"		"T6385"	""	
""	"755.905"	""	"1.90e+03"	D	"174212.03"	"187437.56"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.3d"	"3D*"	"1"		"T7333"	""	
""	"764.971"	""	"1.53e+04"	D	"190120.24"	"203189.03"	"2s2.2p.3d"	"1P*"	"1"	"2s2.2p.4p"	"3P"	"1"		"T6385"	""	
"776.224"	"776.224"	"450"	"8.49e+06"	B	"174212.03"	"187091.37"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.3d"	"1D*"	"2"		"T7333"	"L3513"	
""	"789.763"	""	"2.27e+07"	B	"202170.63"	"214829.18"	"2s2.2p.4p"	"1P"	"1"	"2s2.2p.5s"	"1P*"	"1"		"T5520"	""	
""	"790.608"	""	"4.22e+03"	D	"190120.24"	"202765.26"	"2s2.2p.3d"	"1P*"	"1"	"2s2.2p.4p"	"3D"	"2"		"T6385"	""	
""	"793.818"	""	"4.45e+04"	D	"190120.24"	"202714.12"	"2s2.2p.3d"	"1P*"	"1"	"2s2.2p.4p"	"3D"	"1"		"T6385"	""	
