obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	""	"386.7631589"	"0.0000021"	"1"	"2.7184e+05"	AAA	"[169087.8308131]"	"[194936.119697]"	"1s.2p"	"3P*"	"0"	"1s.6s"	"3S"	"1"		"T8636c73"	"L366"	
"387.1791"	"0.0010"	"387.1786391"	"0.0000021"	"1"	"1.3386e+06"	AAA	"[171134.896946]"	"[196955.44875025]"	"1s.2p"	"1P*"	"1"	"1s.9d"	"1D"	"2"		"T8636c73"	"L551"	
""	""	"387.8176842"	"0.0000021"	""	"5.1753e+05"	AAA	"[171134.896946]"	"[196912.9026855]"	"1s.2p"	"1P*"	"1"	"1s.9s"	"1S"	"0"		"T8636c73"	""	
""	""	"388.8604648"	"0.0000021"	""	"9.4746e+06"	AAA	"[159855.9743297]"	"[185564.854540]"	"1s.2s"	"3S"	"1"	"1s.3p"	"3P*"	"0"		"T8636c73"	""	
"388.8648"	"0.0010"	"388.8645585"	"0.0000021"	"500*"	"9.4746e+06"	AAA	"[159855.9743297]"	"[185564.583895]"	"1s.2s"	"3S"	"1"	"1s.3p"	"3P*"	"1"		"T8636c73"	"L14925c72"	
"388.8648"	"0.0010"	"388.8648909"	"0.0000021"	"500*"	"9.4746e+06"	AAA	"[159855.9743297]"	"[185564.561920]"	"1s.2s"	"3S"	"1"	"1s.3p"	"3P*"	"2"		"T8636c73"	"L14925c72"	
""	""	"392.6544371"	"0.0000021"	"1"	"1.9371e+06"	AAA	"[171134.896946]"	"[196595.37405237]"	"1s.2p"	"1P*"	"1"	"1s.8d"	"1D"	"2"		"T8636c73"	"L366"	
"393.5912"	"0.0010"	"393.5945208"	"0.0000022"	"0"	"7.4475e+05"	AAA	"[171134.896946]"	"[196534.5641527]"	"1s.2p"	"1P*"	"1"	"1s.8s"	"1S"	"0"		"T8636c73"	"L366"	
"396.47291"	"0.00010"	"396.4728814"	"0.0000022"	"20"	"6.9507e+06"	AAA	"[166277.440141]"	"[191492.711909]"	"1s.2s"	"1S"	"0"	"1s.4p"	"1P*"	"1"		"T8636c73"	"L14926"	
""	""	"397.2015439"	"0.0000022"	""	"2.2842e+01"	AAA	"[166277.440141]"	"[191446.4557405]"	"1s.2s"	"1S"	"0"	"1s.4d"	"1D"	"2"	E2	"T7378"	""	
""	""	"400.9256500"	"0.0000020"	"1"	"2.9612e+06"	AAA	"[171134.896946]"	"[196070.12838342]"	"1s.2p"	"1P*"	"1"	"1s.7d"	"1D"	"2"		"T8636c73"	"L366"	
"402.3973"	"0.0010"	"402.3979778"	"0.0000020"	"1"	"1.1281e+06"	AAA	"[171134.896946]"	"[195978.895183]"	"1s.2p"	"1P*"	"1"	"1s.7s"	"1S"	"0"		"T8636c73"	"L14924"	
"402.61914"	"0.00010"	"402.6184361"	"0.0000020"	"50*"	"3.2224e+05"	AAA	"[169086.7664725]"	"[193917.16138710]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"1"		"T8636c73"	"L14926"	
"402.61914"	"0.00010"	"402.6185894"	"0.0000020"	"50*"	"2.8999e+06"	AAA	"[169086.7664725]"	"[193917.15192855]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"2"		"T8636c73"	"L14926"	
"402.61914"	"0.00010"	"402.6185998"	"0.0000020"	"50*"	"1.1601e+07"	AAA	"[169086.7664725]"	"[193917.15128741]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"3"		"T8636c73"	"L14926"	
"402.61914"	"0.00010"	"402.6196753"	"0.0000020"	"50*"	"4.8336e+06"	AAA	"[169086.8428979]"	"[193917.16138710]"	"1s.2p"	"3P*"	"1"	"1s.5d"	"3D"	"1"		"T8636c73"	"L14926"	
"402.61914"	"0.00010"	"402.6198287"	"0.0000020"	"50*"	"8.6997e+06"	AAA	"[169086.8428979]"	"[193917.15192855]"	"1s.2p"	"3P*"	"1"	"1s.5d"	"3D"	"2"		"T8636c73"	"L14926"	
""	""	"402.6356952"	"0.0000020"	"5"	"6.4448e+06"	AAA	"[169087.8308131]"	"[193917.16138710]"	"1s.2p"	"3P*"	"0"	"1s.5d"	"3D"	"1"		"T8636c73"	"L366"	
"412.08154"	"0.00012"	"412.0810757"	"0.0000021"	"12*"	"2.4738e+06"	AAA	"[169086.7664725]"	"[193346.991344]"	"1s.2p"	"3P*"	"2"	"1s.5s"	"3S"	"1"		"T8636c73"	"L14926"	
"412.08154"	"0.00012"	"412.0823739"	"0.0000021"	"12*"	"1.4843e+06"	AAA	"[169086.8428979]"	"[193346.991344]"	"1s.2p"	"3P*"	"1"	"1s.5s"	"3S"	"1"		"T8636c73"	"L14926"	
""	""	"412.0991556"	"0.0000021"	"2"	"4.9476e+05"	AAA	"[169087.8308131]"	"[193346.991344]"	"1s.2p"	"3P*"	"0"	"1s.5s"	"3S"	"1"		"T8636c73"	"L366"	
""	""	"414.1332140"	"0.0000021"	""	"3.069e+00"	AA	"[171134.896946]"	"[195274.9084660]"	"1s.2p"	"1P*"	"1"	"1s.6p"	"1P*"	"1"	E2	"T7378"	""	
"414.3761"	"0.0010"	"414.3759042"	"0.0000021"	"3"	"4.8812e+06"	AAA	"[171134.896946]"	"[195260.77050808]"	"1s.2p"	"1P*"	"1"	"1s.6d"	"1D"	"2"		"T8636c73"	"L14925c72"	
"416.8967"	"0.0010"	"416.8971495"	"0.0000021"	"1"	"1.8298e+06"	AAA	"[171134.896946]"	"[195114.868700]"	"1s.2p"	"1P*"	"1"	"1s.6s"	"1S"	"0"		"T8636c73"	"L366"	
""	""	"438.3278536"	"0.0000022"	""	"5.317e+00"	AA	"[171134.896946]"	"[193942.462294]"	"1s.2p"	"1P*"	"1"	"1s.5p"	"1P*"	"1"	E2	"T7378"	""	
"438.79296"	"0.00006"	"438.7929124"	"0.0000022"	"10"	"8.9889e+06"	AAA	"[171134.896946]"	"[193918.28990114]"	"1s.2p"	"1P*"	"1"	"1s.5d"	"1D"	"2"		"T8636c73"	"L14926"	
"443.7551"	"0.0010"	"443.7553408"	"0.0000022"	"3"	"3.2689e+06"	AAA	"[171134.896946]"	"[193663.512095]"	"1s.2p"	"1P*"	"1"	"1s.5s"	"1S"	"0"		"T8636c73"	"L14925c72"	
