obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"394.87746"	"0.00005"	"394.87747"	"0.00003"	"20400"	"2.08e+07"	B	"26351.040"	"51668.186"	"3d7.(2H).4s"	"b 3H"	"5"	"3d7.(2H).4p"	"u 3G*"	"4"		"T5720"	"L11631"	
"394.91412"	"0.00023"	"394.91405"	"0.00003"	"560"	"4.2e+06"	E	"27543.003"	"52857.804"	"3d7.(2P).4s"	"a 1P"	"1"	"3d7.(2D2).4p"	"t 3D*"	"1"		"T2578n"	"L11631"	
"394.99527"	"0.00005"	"394.99525"	"0.00003"	"29500"	"4.79e+06"	B	"17550.181"	"42859.778"	"3d7.(4P).4s"	"a 5P"	"3"	"3d6.(3P2).4s.4p.(3P*)"	"x 5P*"	"2"		"T5720"	"L11631"	
"395.0138"	"0.0003"	"395.01382"	"0.00003"	"760"	""		"28604.613"	"53913.020"	"3d7.(2D2).4s"	"a 1D"	"2"	"3d6.(3D).4s.4p.(3P*)"	"5D*"	"2"		""	"L11631"	
"395.11629"	"0.00005"	"395.116320"	"0.000022"	"15100"	"4.29e+07"	B	"26406.465"	"51708.307"	"3d7.(2D2).4s"	"a 3D"	"1"	"3d7.(2P).4p"	"y 1D*"	"2"		"T5720"	"L11631"	
"395.2601"	"0.0003"	"395.260090"	"0.000022"	"18200bl"	"2.97e+06"	B+	"21715.732"	"47008.371"	"3d7.(2G).4s"	"a 3G"	"5"	"3d6.(3H).4s.4p.(3P*)"	"z 3H*"	"5"		"T5720"	"L11631"	
"395.26955"	"0.00013"	"395.269592"	"0.000022"	"2040"	"3.48e+06"	D+	"22946.816"	"48238.847"	"3d7.(4P).4s"	"b 3P"	"1"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"2"		"T5720"	"L11631"	
"395.31511"	"0.00005"	"395.315139"	"0.000022"	"4680"	"2.97e+06"	C+	"24338.767"	"49627.884"	"3d6.4s2"	"b 3G"	"3"	"3d7.(2G).4p"	"v 3G*"	"4"		"T5720"	"L11631"	
"395.38574"	"0.00013"	"395.385684"	"0.000022"	"910"	"6.4e+05"	D	"22838.323"	"48122.928"	"3d7.(4P).4s"	"b 3P"	"2"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"3"		"T2578n"	"L11631"	
"395.4712"	"0.0003"	"395.47119"	"0.00004"	"457bl"	""		"26351.040"	"51630.178"	"3d7.(2H).4s"	"b 3H"	"5"	"3d6.(3H).4s.4p.(3P*)"	"1H*"	"5"		""	"L11631"	
"395.53410"	"0.00005"	"395.534127"	"0.000022"	"2400"	"1.5e+07"	D	"26479.381"	"51754.497"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"1"	"3d6.(5D).4s (6D).4d"	"f 5F"	"1"		"T2578n"	"L11631"	
"395.59552"	"0.00005"	"395.595498"	"0.000022"	"2570"	"4.19e+06"	B	"24772.018"	"50043.213"	"3d7.(2P).4s"	"c 3P"	"1"	"3d7.(2P).4p"	"w 3P*"	"1"		"T5720"	"L11631"	
"395.64551"	"0.00005"	"395.645488"	"0.000022"	"23400"	"1.76e+07"	B	"26105.908"	"51373.910"	"3d7.(2H).4s"	"b 3H"	"6"	"3d7.(2H).4p"	"u 3G*"	"5"		"T5720"	"L11631"	
"395.6677"	"0.0003"	"395.66763"	"0.00004"	"100000bl"	"1.22e+07"	B+	"21715.732"	"46982.320"	"3d7.(2G).4s"	"a 3G"	"5"	"3d6.(3H).4s.4p.(3P*)"	"z 3H*"	"6"		"T5720"	"L11631"	
"395.70181"	"0.00005"	"395.701788"	"0.000022"	"6800"	"1.67e+07"	B+	"26339.696"	"51604.103"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"2"	"3d6.(5D).4s (6D).4d"	"f 5F"	"3"		"T5720"	"L11631"	
"396.02789"	"0.00013"	"396.027858"	"0.000022"	"1000"	"4.10e+06"	C+	"29356.744"	"54600.350"	"3d6.4s2"	"b 3D"	"2"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"3"		"T5720"	"L11631"	
"396.11400"	"0.00013"	"396.113928"	"0.000022"	"1050"	"2.6e+06"	E	"23051.750"	"48289.871"	"3d7.(4P).4s"	"b 3P"	"0"	"3d5.(6S).4s2.4p"	"v 5P*"	"1"		"T2578n"	"L11631"	
"396.23517"	"0.00024"	"396.235134"	"0.000022"	"407"	"1.2e+06"	E	"26339.696"	"51570.097"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7S"	"3"		"T2578n"	"L11631"	
"396.31002"	"0.00005"	"396.310030"	"0.000022"	"5500"	"1.5e+07"	D+	"26479.381"	"51705.014"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"1"	"3d6.(5D).4s (6D).4d"	"f 5F"	"2"		"T2491n"	"L11631"	
"396.3432"	"0.0003"	"396.342978"	"0.000022"	"200"	""		"26406.465"	"51630.001"	"3d7.(2D2).4s"	"a 3D"	"1"	"3d6.(5D).4s (6D).5p"	"t 5D*"	"2"		""	"L11631"	
"396.45150"	"0.00013"	"396.451526"	"0.000022"	"1660"	"2.17e+06"	C+	"22946.816"	"48163.446"	"3d7.(4P).4s"	"b 3P"	"1"	"3d5.(6S).4s2.4p"	"v 5P*"	"2"		"T5720"	"L11631"	
"396.55086"	"0.00013"	"396.550868"	"0.000022"	"1150"	"7.85e+05"	C	"26140.179"	"51350.492"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.(5D).4s (4D).5s"	"g 5D"	"4"		"T5720"	"L11631"	
"396.5915"	"0.0003"	"396.59152"	"0.00011"	"324"	""		"33946.933"	"59154.662"	"3d6.(5D).4s.4p.(3P*)"	"z 3P*"	"2"	"3d6.4s.(4D).4d"	"3S"	"1"		""	"L11631"	
"396.60614"	"0.00005"	"396.606119"	"0.000022"	"19500"	"1.32e+06"	B+	"12968.554"	"38175.355"	"3d7.(4F).4s"	"a 3F"	"2"	"3d7.(4F).4p"	"y 3D*"	"3"		"T5720"	"L11631"	
"396.64992"	"0.00005"	"396.649913"	"0.000022"	"2630"	""		"26550.479"	"51754.497"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"0"	"3d6.(5D).4s (6D).4d"	"f 5F"	"1"		""	"L11631"	
"396.68097"	"0.00013"	"396.681077"	"0.000022"	"930"	"6.81e+05"	C	"26623.735"	"51825.773"	"3d7.(2D2).4s"	"a 3D"	"2"	"3d7.(2H).4p"	"u 3G*"	"3"		"T5720"	"L11631"	
"396.74204"	"0.00005"	"396.742064"	"0.000022"	"14800"	"1.52e+07"	B	"26627.609"	"51825.773"	"3d7.(2H).4s"	"b 3H"	"4"	"3d7.(2H).4p"	"u 3G*"	"3"		"T5720"	"L11631"	
"396.79611"	"0.00005"	"396.796109"	"0.000022"	"3720"	"6.09e+06"	B+	"26140.179"	"51334.911"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.(5D).4s (6D).4d"	"e 7G"	"4"		"T5720"	"L11631"	
"396.92570"	"0.00005"	"396.925691"	"0.000022"	"427000"	"2.26e+07"	B+	"11976.239"	"37162.746"	"3d7.(4F).4s"	"a 3F"	"4"	"3d7.(4F).4p"	"y 3F*"	"3"		"T5720"	"L11631"	
"396.96274"	"0.00005"	"396.96276"	"0.00004"	"3240"	""		"26224.969"	"51409.124"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(3G).4s.4p.(3P*)"	"x 3H*"	"4"		""	"L11631"	
"397.02605"	"0.00013"	"397.02611"	"0.00004"	"1620"	""		"28604.613"	"53784.750"	"3d7.(2D2).4s"	"a 1D"	"2"	"3d7.(4F).5p"	"5D*"	"3"		""	"L11631"	
"397.03888"	"0.00005"	"397.03889"	"0.00004"	"5400"	"3.9e+07"	E	"24772.018"	"49951.344"	"3d7.(2P).4s"	"c 3P"	"1"	"3d7.(2P).4p"	"w 3P*"	"0"		"T2578n"	"L11631"	
"397.13224"	"0.00005"	"397.132205"	"0.000022"	"13500"	"4.97e+06"	B	"21715.732"	"46889.142"	"3d7.(2G).4s"	"a 3G"	"5"	"3d6.(3F2).4s.4p.(3P*)"	"x 3F*"	"4"		"T5720"	"L11631"	
"397.2915"	"0.0003"	"397.29115"	"0.00005"	"355"	""		"28819.954"	"53983.293"	"3d7.(2H).4s"	"a 1H"	"5"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"5"		""	"L11631"	
"397.36490"	"0.00005"	"397.36493"	"0.00004"	"2400"	"5.81e+06"	B	"28604.613"	"53763.280"	"3d7.(2D2).4s"	"a 1D"	"2"	"3d7.(2D2).4p"	"x 1F*"	"3"		"T5720"	"L11631"	
"397.4256"	"0.0003"	"397.42515"	"0.00005"	"219"	""		"33507.123"	"58661.978"	"3d7.(4F).4p"	"y 5D*"	"3"	""	"58661e"	"4"		""	"L11631"	
"397.43805"	"0.00024"	"397.438009"	"0.000022"	"500"	"8.2e+05"	E	"26140.179"	"51294.220"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.(5D).4s (4D).5s"	"e 3D"	"3"		"T2578n"	"L11631"	
"397.47573"	"0.00024"	"397.47593"	"0.00004"	"720"	"3.44e+05"	C+	"17927.382"	"43079.023"	"3d7.(4P).4s"	"a 5P"	"1"	"3d6.(3P2).4s.4p.(3P*)"	"x 5P*"	"1"		"T5720"	"L11631"	
"397.52053"	"0.00024"	"397.520300"	"0.000022"	"490"	"1.2e+05"	D	"19912.495"	"45061.329"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"2"	"3d6.(5D).4s (6D).5s"	"e 5D"	"3"		"T2578n"	"L11631"	
"397.58410"	"0.00024"	"397.58420"	"0.00004"	"363"	""		"28604.613"	"53749.405"	"3d7.(2D2).4s"	"a 1D"	"2"	"3d6.(3G).4s.4p.(3P*)"	"x 3F*"	"2"		""	"L11631"	
"397.6385"	"0.0003"	"397.638461"	"0.000022"	"1100bl"	"3.98e+05"	C	"24335.766"	"49477.127"	"3d7.(2P).4s"	"c 3P"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"1F*"	"3"		"T5720"	"L11631"	
"397.65460"	"0.00024"	"397.654579"	"0.000022"	"680"	""		"26224.969"	"51365.311"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d7.(2D2).4p"	"v 3F*"	"3"		""	"L11631"	
"397.6613"	"0.0003"	"397.661301"	"0.000022"	"3800bl"	"1.20e+07"	C+	"27543.003"	"52682.920"	"3d7.(2P).4s"	"a 1P"	"1"	"3d7.(2D2).4p"	"t 3D*"	"2"		"T5720"	"L11631"	
"397.6861"	"0.0003"	"397.685932"	"0.000022"	"3020bl*"	""		"24338.767"	"49477.127"	"3d6.4s2"	"b 3G"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"1F*"	"3"		""	"L11631"	
"397.6861"	"0.0003"	"397.686232"	"0.000022"	"3020bl*"	""		"26623.735"	"51762.076"	"3d7.(2D2).4s"	"a 3D"	"2"	"3d6.(3H).4s.4p.(3P*)"	"x 1D*"	"2"		""	"L11631"	
"397.77407"	"0.00005"	"397.77407"	"0.00004"	"38000"	"6.41e+06"	B	"17726.988"	"42859.778"	"3d7.(4P).4s"	"a 5P"	"2"	"3d6.(3P2).4s.4p.(3P*)"	"x 5P*"	"2"		"T5720"	"L11631"	
"397.8456"	"0.0003"	"397.845749"	"0.000022"	"229"	""		"22838.323"	"47966.585"	"3d7.(4P).4s"	"b 3P"	"2"	"3d5.(6S).4s2.4p"	"v 5P*"	"3"		""	"L11631"	
"398.17708"	"0.00005"	"398.177060"	"0.000022"	"17400"	"3.57e+06"	B	"21999.130"	"47106.484"	"3d7.(2G).4s"	"a 3G"	"4"	"3d6.(3H).4s.4p.(3P*)"	"z 3H*"	"4"		"T5720"	"L11631"	
"398.39561"	"0.00005"	"398.395594"	"0.000022"	"18200"	"5.72e+06"	B	"21999.130"	"47092.712"	"3d7.(2G).4s"	"a 3G"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"x 3F*"	"3"		"T5720"	"L11631"	
"398.4934"	"0.0003"	"398.49343"	"0.00004"	"282"	""		"26479.381"	"51566.802"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"1"	"3d6.(5D).4s (6D).4d"	"e 7G"	"1"		""	"L11631"	
"398.53157"	"0.00024"	"398.531577"	"0.000022"	"417"	""		"20641.110"	"45726.130"	"3d6.4s2"	"b 3F2"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"x 5G*"	"5"		""	"L11631"	
"398.53870"	"0.00005"	"398.538695"	"0.000022"	"2630"	"8.53e+06"	B	"26623.735"	"51708.307"	"3d7.(2D2).4s"	"a 3D"	"2"	"3d7.(2P).4p"	"y 1D*"	"2"		"T5720"	"L11631"	
"398.61714"	"0.00005"	"398.617150"	"0.000022"	"7400"	""		"26224.969"	"51304.604"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d7.(2D2).4p"	"v 3F*"	"4"		""	"L11631"	
"398.98569"	"0.00013"	"398.985748"	"0.000022"	"1350"	"5.3e+06"	D	"28604.613"	"53661.079"	"3d7.(2D2).4s"	"a 1D"	"2"	"3d7.(4F).5p"	"5F*"	"3"		"T2578n"	"L11631"	
"399.03731"	"0.00005"	"399.037300"	"0.000022"	"2340"	"1.43e+06"	B	"24574.655"	"49627.884"	"3d7.(2G).4s"	"a 1G"	"4"	"3d7.(2G).4p"	"v 3G*"	"4"		"T5720"	"L11631"	
"399.3617"	"0.0003"	"399.36152"	"0.00004"	"680"	""		"33946.933"	"58979.823"	"3d6.(5D).4s.4p.(3P*)"	"z 3P*"	"2"	"3d6.4s.(4D).4d"	"3D"	"2"		""	"L11631"	
"399.41129"	"0.00005"	"399.41127"	"0.00004"	"2140"	"9.22e+05"	C+	"24574.655"	"49604.427"	"3d7.(2G).4s"	"a 1G"	"4"	"3d7.(2G).4p"	"y 3H*"	"5"		"T5720"	"L11631"	
"399.52044"	"0.00024"	"399.52042"	"0.00005"	"331"	""		"33095.941"	"58118.875"	"3d7.(4F).4p"	"y 5D*"	"4"	"3d6.4s.(4D).4d"	"5F"	"4"		""	"L11631"	
"399.5861"	"0.0003"	"399.58613"	"0.00007"	"257"	""		"33946.933"	"58965.752"	"3d6.(5D).4s.4p.(3P*)"	"z 3P*"	"2"	"3d6.4s.(4D).4d"	"3D"	"1"		""	"L11631"	
"399.59833"	"0.00005"	"399.598289"	"0.000023"	"3630"	"1.60e+06"	B	"21999.130"	"47017.188"	"3d7.(2G).4s"	"a 3G"	"4"	"3d7.(4P).4p"	"w 3D*"	"3"		"T5720"	"L11631"	
"399.69636"	"0.00005"	"399.69635"	"0.00005"	"2240"	"7.95e+06"	C+	"29798.936"	"54810.856"	"3d6.4s2"	"b 1G2"	"4"	"3d6.(3G).4s.4p.(3P*)"	"w 1G*"	"4"		"T5720"	"L11631"	
"399.73919"	"0.00005"	"399.739170"	"0.000023"	"76000"	"1.26e+07"	B+	"21999.130"	"47008.371"	"3d7.(2G).4s"	"a 3G"	"4"	"3d6.(3H).4s.4p.(3P*)"	"z 3H*"	"5"		"T5720"	"L11631"	
"399.74835"	"0.00013"	"399.748313"	"0.000023"	"710"	""		"26140.179"	"51148.848"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.(5D).4s (6D).4d"	"e 7F"	"3"		""	"L11631"	
"399.80525"	"0.00005"	"399.805211"	"0.000023"	"17400"	"5.70e+06"	B	"21715.732"	"46720.842"	"3d7.(2G).4s"	"a 3G"	"5"	"3d7.(4P).4p"	"u 5D*"	"4"		"T5720"	"L11631"	
"400.0252"	"0.0003"	"400.025248"	"0.000023"	"457bl"	"2.2e+06"	E	"26339.696"	"51331.052"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7F"	"2"		"T2578n"	"L11631"	
"400.04570"	"0.00005"	"400.045722"	"0.000023"	"1480"	"1.01e+06"	C+	"24118.819"	"49108.896"	"3d6.4s2"	"b 3G"	"4"	"3d7.(2G).4p"	"w 3F*"	"4"		"T5720"	"L11631"	
"400.16615"	"0.00005"	"400.166094"	"0.000023"	"4470"	"7.47e+05"	C+	"17550.181"	"42532.741"	"3d7.(4P).4s"	"a 5P"	"3"	"3d6.(3P2).4s.4p.(3P*)"	"x 5P*"	"3"		"T5720"	"L11631"	
"400.26606"	"0.00024"	"400.26607"	"0.00004"	"407"	""		"26224.969"	"51201.289"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d7.(2D2).4p"	"v 3F*"	"2"		""	"L11631"	
"400.37616"	"0.00013"	"400.37614"	"0.00004"	"760"	"6.76e+06"	C	"27543.003"	"52512.457"	"3d7.(2P).4s"	"a 1P"	"1"	"3d7.(2P).4p"	"u 3D*"	"1"		"T5720"	"L11631"	
"400.48272"	"0.00005"	"400.48270"	"0.00004"	"3470"	""		"26105.908"	"51068.718"	"3d7.(2H).4s"	"b 3H"	"6"	"3d6.(3G).4s.4p.(3P*)"	"x 3H*"	"5"		""	"L11631"	
"400.49782"	"0.00005"	"400.49780"	"0.00004"	"930"	""		"24335.766"	"49297.635"	"3d7.(2P).4s"	"c 3P"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"1"		""	"L11631"	
"400.52417"	"0.00005"	"400.524148"	"0.000023"	"209000"	"2.04e+07"	A	"12560.934"	"37521.161"	"3d7.(4F).4s"	"a 3F"	"3"	"3d7.(4F).4p"	"y 3F*"	"2"		"T3831"	"L11631"	
"400.53858"	"0.00013"	"400.538478"	"0.000023"	"309"	""		"19552.478"	"44511.812"	"3d6.4s2"	"a 3P2"	"1"	"3d7.(4P).4p"	"y 5S*"	"2"		""	"L11631"	
"400.5482"	"0.0003"	"400.54800"	"0.00004"	"650bl"	""		"20874.482"	"45833.223"	"3d6.4s2"	"b 3F2"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"x 5G*"	"4"		""	"L11631"	
"400.61574"	"0.00024"	"400.615684"	"0.000023"	"186"	""		"26339.696"	"51294.220"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"2"	"3d6.(5D).4s (4D).5s"	"e 3D"	"3"		""	"L11631"	
"400.63105"	"0.00005"	"400.631097"	"0.000023"	"4790"	"5.1e+06"	D	"26351.040"	"51304.604"	"3d7.(2H).4s"	"b 3H"	"5"	"3d7.(2D2).4p"	"v 3F*"	"4"		"T2578n"	"L11631"	
"400.66240"	"0.00005"	"400.66241"	"0.00004"	"2820"	"5.89e+06"	B	"25091.599"	"50043.213"	"3d7.(2P).4s"	"c 3P"	"0"	"3d7.(2P).4p"	"w 3P*"	"1"		"T5720"	"L11631"	
"400.72718"	"0.00005"	"400.727179"	"0.000023"	"6600"	"4.40e+06"	B	"22249.429"	"47197.010"	"3d7.(2G).4s"	"a 3G"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"x 3F*"	"2"		"T5720"	"L11631"	
"400.9542"	"0.0003"	"400.954312"	"0.000023"	"89bl"	""		"25899.989"	"50833.438"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7F"	"5"		""	"L11631"	
"400.97125"	"0.00005"	"400.97125"	"0.00004"	"20900"	"4.64e+06"	B	"17927.382"	"42859.778"	"3d7.(4P).4s"	"a 5P"	"1"	"3d6.(3P2).4s.4p.(3P*)"	"x 5P*"	"2"		"T5720"	"L11631"	
"401.01761"	"0.00024"	"401.017377"	"0.000023"	"120"	"7.9e+05"	E	"29371.812"	"54301.340"	"3d6.4s2"	"b 3D"	"3"	"3d6.(3D).4s.4p.(3P*)"	"5D*"	"4"		"T2578n"	"L11631"	
"401.0748"	"0.0003"	"401.07462"	"0.00004"	"437"	""		"21038.987"	"45964.957"	"3d6.4s2"	"b 3F2"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"x 5G*"	"2"		""	"L11631"	
"401.14072"	"0.00005"	"401.140701"	"0.000023"	"1000"	"2.26e+05"	B	"20641.110"	"45562.974"	"3d6.4s2"	"b 3F2"	"4"	"3d6.(3H).4s.4p.(3P*)"	"y 3G*"	"3"		"T5720"	"L11631"	
"401.17110"	"0.00013"	"401.171125"	"0.000023"	"257"	"1.1e+05"	D	"19757.032"	"44677.006"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"3"	"3d6.(5D).4s (6D).5s"	"e 5D"	"4"		"T2578n"	"L11631"	
"401.21488"	"0.00013"	"401.21492"	"0.00004"	"309"	""		"26105.908"	"51023.162"	"3d7.(2H).4s"	"b 3H"	"6"	"3d6.(3G).4s.4p.(3P*)"	"x 3H*"	"6"		""	"L11631"	
"401.36392"	"0.00013"	"401.363855"	"0.000023"	"347"	""		"25899.989"	"50807.997"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"4"	"3d6.(5D).4s (6D).4d"	"f 7D"	"4"		""	"L11631"	
"401.37815"	"0.00005"	"401.378165"	"0.000023"	"810"	"4.19e+05"	C	"24335.766"	"49242.886"	"3d7.(2P).4s"	"c 3P"	"2"	"3d7.(2G).4p"	"w 3F*"	"3"		"T5720"	"L11631"	
"401.38246"	"0.00005"	"401.382435"	"0.000023"	"2340"	""		"24335.766"	"49242.621"	"3d7.(2P).4s"	"c 3P"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"2"		""	"L11631"	
"401.42649"	"0.00013"	"401.426533"	"0.000023"	"324"	""		"24338.767"	"49242.886"	"3d6.4s2"	"b 3G"	"3"	"3d7.(2G).4p"	"w 3F*"	"3"		""	"L11631"	
"401.45306"	"0.00005"	"401.453083"	"0.000023"	"29500"	"1.53e+07"	C+	"24574.655"	"49477.127"	"3d7.(2G).4s"	"a 1G"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"1F*"	"3"		"T5720"	"L11631"	
"401.4878"	"0.0003"	"401.48799"	"0.00004"	"219bl"	""		"31307.245"	"56207.552"	"3d6.(5D).4s.4p.(3P*)"	"z 3F*"	"4"	"3d6.4s.(6D).5d"	"5D"	"4"		""	"L11631"	
"401.5606"	"0.0003"	"401.56053"	"0.00004"	"620bl"	""		"33695.397"	"58591.206"	"3d7.(4F).4p"	"y 5F*"	"5"	"3d7.(4F).5d"	"5F"	"5"		""	"L11631"	
"401.64191"	"0.00013"	"401.641920"	"0.000023"	"710"	""		"26479.381"	"51370.145"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"1"	"3d6.(5D).4s (6D).4d"	"e 5G"	"2"		""	"L11631"	
"401.70832"	"0.00013"	"401.708236"	"0.000023"	"680"	"8.42e+05"	C	"22249.429"	"47136.084"	"3d7.(2G).4s"	"a 3G"	"3"	"3d7.(4P).4p"	"w 3D*"	"2"		"T5720"	"L11631"	
"401.71483"	"0.00005"	"401.714822"	"0.000023"	"3800"	"3.25e+06"	B+	"24574.655"	"49460.902"	"3d7.(2G).4s"	"a 1G"	"4"	"3d7.(2G).4p"	"v 3G*"	"5"		"T5720"	"L11631"	
"401.74616"	"0.00013"	"401.74630"	"0.00005"	"389"	""		"33946.933"	"58831.230"	"3d6.(5D).4s.4p.(3P*)"	"z 3P*"	"2"	""	"58831e"	"3"		""	"L11631"	
"401.82673"	"0.00005"	"401.826688"	"0.000023"	"1410"	"3.44e+06"	B	"26339.696"	"51219.015"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"2"	"3d6.(5D).4s (6D).4d"	"e 5G"	"3"		"T5720"	"L11631"	
"401.90417"	"0.00024"	"401.90437"	"0.00005"	"204"	"1.1e+05"	E	"21038.987"	"45913.497"	"3d6.4s2"	"b 3F2"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"x 5G*"	"3"		"T2578n"	"L11631"	
"402.0483"	"0.0003"	"402.048342"	"0.000023"	"363"	"8.2e+05"	E	"29371.812"	"54237.415"	"3d6.4s2"	"b 3D"	"3"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"4"		"T2578n"	"L11631"	
"402.16025"	"0.00024"	"402.160281"	"0.000023"	"89"	""		"19552.478"	"44411.160"	"3d6.4s2"	"a 3P2"	"1"	"3d6.(3P2).4s.4p.(3P*)"	"w 5D*"	"1"		""	"L11631"	
"402.1866"	"0.0003"	"402.186604"	"0.000023"	"37200bl"	"8.55e+06"	B	"22249.429"	"47106.484"	"3d7.(2G).4s"	"a 3G"	"3"	"3d6.(3H).4s.4p.(3P*)"	"z 3H*"	"4"		"T5720"	"L11631"	
"402.22124"	"0.00024"	"402.221217"	"0.000023"	"269"	""		"22838.323"	"47693.239"	"3d7.(4P).4s"	"b 3P"	"2"	"3d6.(3G).4s.4p.(3P*)"	"w 5G*"	"3"		""	"L11631"	
"402.2735"	"0.0003"	"402.273738"	"0.000023"	"437bl*"	""		"26479.381"	"51331.052"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"1"	"3d6.(5D).4s (6D).4d"	"e 7F"	"2"		""	"L11631"	
"402.2735"	"0.0003"	"402.273932"	"0.000023"	"437bl*"	""		"26224.969"	"51076.628"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(5D).4s (6D).5p"	"t 5D*"	"4"		""	"L11631"	
"402.40960"	"0.00013"	"402.409563"	"0.000023"	"780"	"1.07e+05"	C	"22249.429"	"47092.712"	"3d7.(2G).4s"	"a 3G"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"x 3F*"	"3"		"T5720"	"L11631"	
"402.47248"	"0.00005"	"402.472471"	"0.000023"	"5100"	"8.09e+06"	B	"26140.179"	"50979.579"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.(5D).4s (6D).4d"	"e 5G"	"4"		"T5720"	"L11631"	
"402.96290"	"0.00005"	"402.963187"	"0.000023"	"1660"	""		"26339.696"	"51148.848"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7F"	"3"		""	"L11631"	
"403.01846"	"0.00005"	"403.018404"	"0.000023"	"1200"	"2.85e+05"	C+	"17726.988"	"42532.741"	"3d7.(4P).4s"	"a 5P"	"2"	"3d6.(3P2).4s.4p.(3P*)"	"x 5P*"	"3"		"T5720"	"L11631"	
"403.04883"	"0.00005"	"403.048821"	"0.000023"	"7900"	"1.04e+07"	B	"25899.989"	"50703.870"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"4"	"3d6.(5D).4s (6D).4d"	"e 5G"	"5"		"T5720"	"L11631"	
"403.08902"	"0.00013"	"403.088913"	"0.000023"	"479"	"5.02e+06"	C+	"29798.936"	"54600.350"	"3d6.4s2"	"b 1G2"	"4"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"3"		"T5720"	"L11631"	
"403.12400"	"0.00024"	"403.123974"	"0.000023"	"170"	""		"24335.766"	"49135.023"	"3d7.(2P).4s"	"c 3P"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"3"		""	"L11631"	
"403.17277"	"0.00024"	"403.172764"	"0.000023"	"263"	""		"24338.767"	"49135.023"	"3d6.4s2"	"b 3G"	"3"	"3d6.(3F2).4s.4p.(3P*)"	"v 3D*"	"3"		""	"L11631"	
"403.19604"	"0.00005"	"403.19605"	"0.00004"	"5800"	"7.6e+06"	D+	"26406.465"	"51201.289"	"3d7.(2D2).4s"	"a 3D"	"1"	"3d7.(2D2).4p"	"v 3F*"	"2"		"T2491n"	"L11631"	
